file,model,method,case_id,is_wrong,category,severity,agent_id,round
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,11,False,error_propagation,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,11,False,error_propagation,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,11,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,hallucination,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,hallucination,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,False,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,18,True,contradiction,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,18,True,hallucination,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,18,True,contradiction,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,18,True,contradiction,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,20,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,20,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,20,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,22,True,sycophancy,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,22,True,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,24,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,24,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,24,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,24,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,24,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,25,False,sycophancy,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,False,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,True,hallucination,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,True,hallucination,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,True,hallucination,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,True,sycophancy,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,True,sycophancy,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,True,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,False,hallucination,low,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,False,hallucination,low,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,False,hallucination,low,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,False,hallucination,low,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,False,hallucination,low,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,False,hallucination,low,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,36,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,36,False,error_propagation,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,36,False,error_propagation,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,False,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,39,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,40,False,sycophancy,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,40,False,sycophancy,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,40,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,40,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,41,False,hallucination,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,41,False,hallucination,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,41,False,hallucination,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,42,True,hallucination,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,42,True,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,42,True,hallucination,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,42,True,error_propagation,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,42,True,error_propagation,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,43,False,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,True,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,True,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,True,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,True,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,True,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,True,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,57,True,hallucination,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,60,False,contradiction,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,60,False,contradiction,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,60,False,contradiction,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,63,True,hallucination,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,63,True,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,63,True,hallucination,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,63,True,error_propagation,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,65,True,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,65,True,sycophancy,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,True,hallucination,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,True,hallucination,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,True,hallucination,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,True,hallucination,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,True,hallucination,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,True,hallucination,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,False,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,71,False,contradiction,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,71,False,sycophancy,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,81,False,contradiction,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,81,False,contradiction,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,81,False,contradiction,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,81,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,81,False,error_propagation,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,False,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,False,other,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,False,other,high,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,89,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,89,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,89,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,False,hallucination,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,False,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,False,hallucination,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,False,hallucination,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,False,hallucination,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,False,hallucination,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,93,False,sycophancy,high,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,93,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,93,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,93,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,96,False,other,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,96,False,other,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,96,False,other,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,hallucination,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,101,False,hallucination,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,101,False,hallucination,high,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,101,False,hallucination,high,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,101,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,101,False,other,high,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,hallucination,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,contradiction,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,hallucination,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,hallucination,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,contradiction,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,False,error_propagation,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,False,other,medium,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,False,other,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,False,other,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,False,other,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,False,other,medium,Agent_Evidence,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,False,other,medium,Agent_Treatment,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,118,False,hallucination,medium,Agent_Evidence,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,118,False,hallucination,medium,Agent_Treatment,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,118,False,error_propagation,medium,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,118,False,sycophancy,low,Agent_Diagnostician,r2
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,120,False,hallucination,high,Agent_Diagnostician,r1
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,120,False,hallucination,high,Agent_Evidence,r1
