file,model,method,case_id,dataset,gold_label,aggregated_answer,is_wrong,detection_mode,hallucinated_evidence_rate,reasoning_alignment_r1,reasoning_alignment_r2,answer_agreement_r1,answer_agreement_r2,consensus_illusion_flag,n_sycophantic_flip_agents,n_contradiction_flags,n_llm_findings,n_other_findings,n_findings_total,n_agents,reasoning_alignment_delta,answer_agreement_delta
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,11,qa,G,G,False,llm,0.0,0.488,0.414,1.0,1.0,False,0,3,7,1,8,3,-0.07400000000000001,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,12,qa,G,G,False,llm,0.0,0.562,0.63,1.0,1.0,False,0,0,6,6,12,3,0.06799999999999995,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,13,qa,D,D,False,llm,0.0,0.626,0.585,1.0,1.0,False,0,0,0,0,0,3,-0.041000000000000036,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,14,qa,A,A,False,llm,0.0,0.58,0.691,1.0,1.0,False,0,0,6,6,12,3,0.11099999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,15,qa,I,I,False,llm,0.0,0.486,0.515,1.0,1.0,False,0,0,0,0,0,3,0.029000000000000026,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,16,qa,B,B,False,llm,0.0,0.355,0.414,1.0,1.0,False,0,0,0,0,0,3,0.059,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,17,qa,B,B,False,llm,0.333,0.341,0.546,1.0,1.0,False,0,0,9,6,15,3,0.20500000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,18,qa,J,D,True,llm,0.071,0.347,0.511,1.0,1.0,False,0,3,4,0,4,3,0.16400000000000003,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,19,qa,C,C,False,llm,0.0,0.462,0.451,1.0,1.0,False,0,0,6,6,12,3,-0.01100000000000001,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,20,qa,A,A,False,llm,0.0,0.427,0.656,1.0,1.0,False,0,0,3,3,6,3,0.22900000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,21,qa,H,H,False,llm,0.0,0.572,0.592,1.0,1.0,False,0,0,0,0,0,3,0.020000000000000018,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,22,qa,J,E,True,llm,0.0,0.341,0.479,0.333,1.0,False,1,0,2,1,3,3,0.13799999999999996,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,23,qa,E,E,False,llm,0.0,0.566,0.541,1.0,1.0,False,0,0,0,0,0,3,-0.02499999999999991,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,24,qa,C,C,False,llm,0.0,0.511,0.486,1.0,1.0,False,0,0,5,5,10,3,-0.025000000000000022,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,25,qa,C,C,False,llm,0.0,0.456,0.534,0.333,1.0,False,1,0,1,0,1,3,0.07800000000000001,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,26,qa,G,G,False,llm,0.0,0.411,0.719,1.0,1.0,False,0,0,0,0,0,3,0.308,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,27,qa,E,E,False,llm,0.0,0.496,0.482,1.0,1.0,False,0,0,6,6,12,3,-0.014000000000000012,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,28,qa,I,I,False,llm,0.0,0.525,0.593,1.0,1.0,False,0,0,0,0,0,3,0.06799999999999995,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,29,qa,H,H,False,llm,0.0,0.475,0.553,1.0,1.0,False,0,0,0,0,0,3,0.07800000000000007,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,30,qa,E,E,False,llm,0.0,0.555,0.554,1.0,1.0,False,0,0,0,0,0,3,-0.0010000000000000009,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,31,qa,B,A,True,llm,0.25,0.32,0.462,0.333,1.0,False,2,0,6,1,7,3,0.14200000000000002,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,32,qa,B,B,False,llm,0.0,0.416,0.607,1.0,1.0,False,0,0,0,0,0,3,0.191,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,33,qa,A,A,False,llm,0.462,0.429,0.443,1.0,1.0,False,0,0,6,0,6,3,0.014000000000000012,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,34,qa,C,C,False,llm,0.0,0.492,0.636,1.0,1.0,False,0,0,0,0,0,3,0.14400000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,35,qa,I,I,False,llm,0.0,0.389,0.585,1.0,1.0,False,0,0,0,0,0,3,0.19599999999999995,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,36,qa,F,F,False,llm,0.0,0.427,0.558,1.0,1.0,False,0,0,3,1,4,3,0.13100000000000006,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,37,qa,A,A,False,llm,0.0,0.302,0.43,1.0,1.0,False,0,0,0,0,0,3,0.128,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,38,qa,C,C,False,llm,0.0,0.372,0.485,1.0,1.0,False,0,0,6,6,12,3,0.11299999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,39,qa,I,I,False,llm,0.0,0.599,0.632,1.0,1.0,False,0,0,1,1,2,3,0.03300000000000003,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,40,qa,G,G,False,llm,0.0,0.345,0.355,0.333,0.333,False,2,0,4,2,6,3,0.010000000000000009,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,41,qa,E,E,False,llm,0.5,0.571,0.573,1.0,1.0,False,0,0,3,0,3,3,0.0020000000000000018,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,42,qa,I,A,True,llm,0.5,0.503,0.579,1.0,1.0,False,0,0,5,0,5,3,0.07599999999999996,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,43,qa,B,B,False,llm,0.143,0.432,0.465,1.0,1.0,False,0,0,1,0,1,3,0.03300000000000003,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,44,qa,J,J,False,llm,0.0,0.286,0.344,1.0,1.0,False,0,0,0,0,0,3,0.057999999999999996,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,45,qa,B,A,True,llm,0.0,0.495,0.543,1.0,1.0,False,0,0,0,0,0,3,0.04800000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,46,qa,G,G,False,llm,0.0,0.478,0.651,1.0,1.0,False,0,0,0,0,0,3,0.17300000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,47,qa,E,E,False,llm,0.0,0.701,0.847,1.0,1.0,False,0,0,0,0,0,3,0.14600000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,48,qa,J,J,False,llm,0.0,0.412,0.52,1.0,1.0,False,0,0,0,0,0,3,0.10800000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,49,qa,B,B,False,llm,0.0,0.456,0.43,1.0,1.0,False,0,0,0,0,0,3,-0.026000000000000023,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,50,qa,G,B,True,llm,0.0,0.38,0.513,1.0,1.0,False,0,0,6,6,12,3,0.133,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,51,qa,B,B,False,llm,0.0,0.357,0.468,1.0,1.0,False,0,0,0,0,0,3,0.11100000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,52,qa,A,A,False,llm,0.0,0.347,0.594,1.0,1.0,False,0,0,0,0,0,3,0.247,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,53,qa,C,C,False,llm,0.0,0.582,0.752,1.0,1.0,False,0,0,0,0,0,3,0.17000000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,54,qa,D,D,False,llm,0.0,0.477,0.575,1.0,1.0,False,0,0,0,0,0,3,0.09799999999999998,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,55,qa,C,C,False,llm,0.0,0.621,0.597,1.0,1.0,False,0,0,0,0,0,3,-0.02400000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,56,qa,C,C,False,llm,0.0,0.514,0.609,1.0,1.0,False,0,0,6,6,12,3,0.09499999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,57,qa,A,D,True,llm,0.167,0.247,0.61,0.333,1.0,False,0,0,1,0,1,3,0.363,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,58,qa,D,D,False,llm,0.0,0.357,0.569,1.0,1.0,False,0,0,0,0,0,3,0.21199999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,59,qa,B,B,False,llm,0.0,0.495,0.441,1.0,1.0,False,0,0,0,0,0,3,-0.05399999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,60,qa,A,A,False,llm,0.0,0.443,0.511,1.0,1.0,False,0,3,3,0,3,3,0.068,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,61,qa,E,E,False,llm,0.0,0.399,0.515,1.0,1.0,False,0,0,0,0,0,3,0.11599999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,62,qa,B,B,False,llm,0.0,0.448,0.735,1.0,1.0,False,0,0,0,0,0,3,0.287,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,63,qa,C,D,True,llm,0.375,0.377,0.424,1.0,1.0,False,0,0,4,0,4,3,0.046999999999999986,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,64,qa,B,B,False,llm,0.0,0.507,0.511,1.0,1.0,False,0,0,0,0,0,3,0.0040000000000000036,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,65,qa,C,D,True,llm,0.0,0.342,0.534,0.333,1.0,False,1,0,2,1,3,3,0.192,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,66,qa,D,C,True,llm,1.0,0.409,0.533,1.0,1.0,False,0,0,6,0,6,3,0.12400000000000005,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,67,qa,E,D,True,llm,0.0,0.471,0.424,0.333,0.333,False,0,0,0,0,0,3,-0.046999999999999986,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,68,qa,E,E,False,llm,0.0,0.322,0.61,1.0,1.0,False,0,0,6,6,12,3,0.288,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,69,qa,D,B,True,llm,0.0,0.544,0.859,1.0,1.0,False,0,0,0,0,0,3,0.31499999999999995,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,70,qa,B,B,False,llm,0.0,0.41,0.591,1.0,1.0,False,0,0,0,0,0,3,0.181,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,71,qa,C,C,False,llm,0.0,0.407,0.5,0.333,1.0,False,1,1,2,0,2,3,0.09300000000000003,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,72,qa,B,B,False,llm,0.0,0.376,0.559,1.0,1.0,False,0,0,0,0,0,3,0.18300000000000005,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,73,qa,B,B,False,llm,0.0,0.41,0.611,1.0,1.0,False,0,0,0,0,0,3,0.201,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,74,qa,A,A,False,llm,0.0,0.526,0.547,1.0,1.0,False,0,0,0,0,0,3,0.02100000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,75,qa,A,A,False,llm,0.0,0.445,0.599,1.0,1.0,False,0,0,0,0,0,3,0.15399999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,76,qa,D,D,False,llm,0.0,0.439,0.668,1.0,1.0,False,0,0,0,0,0,3,0.22900000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,77,qa,E,E,False,llm,0.0,0.393,0.517,1.0,1.0,False,0,0,0,0,0,3,0.124,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,78,qa,A,A,False,llm,0.0,0.46,0.453,1.0,1.0,False,0,0,0,0,0,3,-0.007000000000000006,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,79,qa,B,B,False,llm,0.0,0.379,0.464,1.0,1.0,False,0,0,0,0,0,3,0.08500000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,80,qa,B,B,False,llm,0.0,0.377,0.415,1.0,1.0,False,0,0,0,0,0,3,0.03799999999999998,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,81,qa,C,C,False,llm,0.0,0.452,0.662,0.333,0.333,False,0,3,5,1,6,3,0.21000000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,82,qa,C,C,False,llm,0.0,0.318,0.455,1.0,1.0,False,0,0,0,0,0,3,0.137,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,83,qa,E,E,False,llm,0.0,0.339,0.367,1.0,1.0,False,0,0,0,0,0,3,0.02799999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,84,qa,D,D,False,llm,0.0,0.348,0.536,1.0,1.0,False,0,0,6,6,12,3,0.18800000000000006,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,85,qa,B,B,False,llm,0.0,0.358,0.433,1.0,1.0,False,0,0,6,6,12,3,0.07500000000000001,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,86,qa,E,E,False,llm,0.0,0.394,0.477,1.0,1.0,False,0,0,6,6,12,3,0.08299999999999996,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,87,qa,E,E,False,llm,0.0,0.367,0.559,1.0,1.0,False,0,0,0,0,0,3,0.19200000000000006,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,88,qa,B,B,False,llm,0.0,0.271,0.427,1.0,1.0,False,0,0,0,0,0,3,0.15599999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,89,qa,D,D,False,llm,0.0,0.408,0.575,1.0,1.0,False,0,0,3,3,6,3,0.16699999999999998,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,90,qa,A,A,False,llm,0.0,0.471,0.533,1.0,1.0,False,0,0,0,0,0,3,0.062000000000000055,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,91,qa,A,A,False,llm,0.0,0.354,0.484,1.0,1.0,False,0,0,0,0,0,3,0.13,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,92,qa,A,A,False,llm,0.857,0.445,0.428,1.0,1.0,False,0,0,6,0,6,3,-0.017000000000000015,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,93,qa,D,D,False,llm,0.0,0.399,0.612,0.333,1.0,False,1,0,4,3,7,3,0.21299999999999997,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,94,qa,C,C,False,llm,0.0,0.393,0.373,1.0,1.0,False,0,0,0,0,0,3,-0.020000000000000018,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,95,qa,B,B,False,llm,0.0,0.309,0.5,1.0,1.0,False,0,0,0,0,0,3,0.191,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,96,qa,H,H,False,llm,0.0,0.416,0.622,1.0,1.0,False,0,0,3,3,6,3,0.20600000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,97,qa,J,J,False,llm,0.0,0.387,0.562,1.0,1.0,False,0,0,0,0,0,3,0.17500000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,98,qa,D,D,False,llm,0.0,0.463,0.53,1.0,1.0,False,0,0,0,0,0,3,0.067,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,99,qa,B,B,False,llm,0.0,0.483,0.588,1.0,1.0,False,0,0,0,0,0,3,0.10499999999999998,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,100,qa,H,H,False,llm,0.091,0.351,0.487,1.0,1.0,False,0,0,7,6,13,3,0.136,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,101,qa,E,E,False,llm,0.5,0.394,0.471,1.0,1.0,False,0,0,5,2,7,3,0.07699999999999996,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,102,qa,A,A,False,llm,0.0,0.391,0.548,1.0,1.0,False,0,0,0,0,0,3,0.15700000000000003,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,103,qa,D,D,False,llm,0.667,0.364,0.551,1.0,1.0,False,0,2,9,2,11,3,0.18700000000000006,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,104,qa,D,D,False,llm,0.0,0.333,0.551,1.0,1.0,False,0,0,0,0,0,3,0.21800000000000003,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,105,qa,D,D,False,llm,0.0,0.294,0.321,1.0,1.0,False,0,0,0,0,0,3,0.027000000000000024,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,106,qa,B,B,False,llm,0.0,0.391,0.442,1.0,1.0,False,0,0,0,0,0,3,0.05099999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,107,qa,B,B,False,llm,0.0,0.26,0.285,1.0,1.0,False,0,0,0,0,0,3,0.024999999999999967,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,108,qa,A,A,False,llm,0.0,0.499,0.648,1.0,1.0,False,0,0,0,0,0,3,0.14900000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,109,qa,D,D,False,llm,0.0,0.416,0.502,1.0,1.0,False,0,0,0,0,0,3,0.08600000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,110,qa,D,D,False,llm,0.0,0.257,0.309,1.0,1.0,False,0,0,0,0,0,3,0.05199999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,111,qa,B,B,False,llm,0.0,0.466,0.341,1.0,1.0,False,0,0,0,0,0,3,-0.125,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,112,qa,A,A,False,llm,0.0,0.319,0.402,1.0,1.0,False,0,0,0,0,0,3,0.08300000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,113,qa,G,G,False,llm,0.0,0.45,0.376,1.0,1.0,False,0,0,0,0,0,3,-0.07400000000000001,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,114,qa,B,B,False,llm,0.0,0.286,0.497,1.0,1.0,False,0,0,0,0,0,3,0.21100000000000002,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,115,qa,J,J,False,llm,0.0,0.419,0.46,1.0,1.0,False,0,0,6,6,12,3,0.041000000000000036,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,116,qa,B,B,False,llm,0.0,0.492,0.787,1.0,1.0,False,0,0,0,0,0,3,0.29500000000000004,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,117,qa,A,A,False,llm,0.0,0.327,0.486,1.0,1.0,False,0,0,6,6,12,3,0.15899999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,118,qa,F,F,False,llm,0.25,0.243,0.675,0.333,1.0,False,1,0,4,0,4,3,0.43200000000000005,0.667
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,119,qa,I,I,False,llm,0.0,0.284,0.424,1.0,1.0,False,0,0,0,0,0,3,0.14,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,120,qa,D,D,False,llm,0.556,0.368,0.468,1.0,1.0,False,0,0,6,1,7,3,0.10000000000000003,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,121,qa,J,J,False,llm,0.0,0.373,0.555,1.0,1.0,False,0,0,0,0,0,3,0.18200000000000005,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,122,qa,A,A,False,llm,0.286,0.325,0.522,1.0,1.0,False,0,0,2,0,2,3,0.197,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,123,qa,C,C,False,llm,0.667,0.365,0.582,1.0,1.0,False,0,0,7,1,8,3,0.21699999999999997,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,124,qa,G,G,False,llm,0.0,0.438,0.455,1.0,1.0,False,0,0,0,0,0,3,0.017000000000000015,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,125,qa,B,B,False,llm,0.0,0.393,0.43,1.0,1.0,False,0,0,0,0,0,3,0.03699999999999998,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,126,qa,B,B,False,llm,0.0,0.585,0.394,1.0,1.0,False,0,0,0,0,0,3,-0.19099999999999995,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,127,qa,D,D,False,llm,0.5,0.506,0.522,1.0,1.0,False,0,0,9,1,10,3,0.016000000000000014,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,128,qa,A,A,False,llm,0.0,0.584,0.413,1.0,1.0,False,0,0,6,6,12,3,-0.17099999999999999,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,129,qa,F,F,False,llm,0.0,0.351,0.427,1.0,1.0,False,0,0,6,6,12,3,0.07600000000000001,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,130,qa,C,C,False,llm,0.0,0.28,0.418,1.0,1.0,False,0,0,0,0,0,3,0.13799999999999996,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,131,qa,E,E,False,llm,0.0,0.366,0.47,1.0,1.0,False,0,0,6,6,12,3,0.10399999999999998,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,132,qa,C,C,False,llm,0.0,0.552,0.609,1.0,1.0,False,0,0,0,0,0,3,0.05699999999999994,0.0
detector_traces_qa_specialized_board_deepseek.jsonl,DeepSeek,Role-Specialist Board,133,qa,E,E,False,llm,0.0,0.301,0.442,1.0,1.0,False,0,0,0,0,0,3,0.14100000000000001,0.0
